sub,ses,task,acq,run,fd-per,fd-mean,fd-std,fd-max,fd-min,dvars-per,dvars-mean,dvars-std,dvars-max,dvars-min,std_dvars-per,std_dvars-mean,std_dvars-std,std_dvars-max,std_dvars-min
036,0000,task1,,,0.819672131147541,0.11069829971193416,0.06603267941602288,0.60216453,0.01541075,99.59016393442623,20.435365493827163,28.169688554313048,452.69674699999996,14.812235999999999,1.639344262295082,1.1133763086419752,1.5347639879275392,24.664194000000002,0.807012
036,0000,rest,,,0.3937007874015748,0.11683786530039533,0.07074905782351389,0.5068914000000001,0.02101395,99.60629921259843,19.104903035573113,25.782130107230074,420.136963,13.42055,1.1811023622047243,0.8927636126482219,1.204787512659977,19.632814,0.6271359999999999
036,0000,task2,,,2.459016393442623,0.15735013986008228,0.27517266506513166,3.6568602999999995,0.02316810000000001,99.59016393442623,21.296352432098768,29.80027384458589,451.929413,13.258072,4.508196721311475,0.965708057613169,1.3513283526147495,20.493269,0.6012029999999999
037,0000,task2,,,4.508196721311475,0.22170019785851863,0.4093569817444522,4.8160978000000005,0.03025861,99.59016393442623,25.297029469135786,32.00534462365319,494.587738,15.054948000000001,3.6885245901639343,0.9523714197530869,1.2049231604909578,18.620022,0.566782
037,0000,task1,,,2.8688524590163933,0.18410448994238676,0.11565414192145962,0.80046188,0.026706879999999968,99.59016393442623,22.23865216872427,30.505796166043098,488.47567699999996,14.038129999999999,3.278688524590164,1.0859022181069962,1.4895827146688536,23.852022,0.685475
037,0000,rest,,,0.3937007874015748,0.12203598576719368,0.08512181835094525,0.5524269167999999,0.019944755,99.60629921259843,20.165825114624504,27.418539824195616,447.092987,13.586922,3.543307086614173,1.0878274229249023,1.479068646737585,24.118032,0.7329339999999999
038,0000,rest,,,0.7874015748031497,0.10213295981818181,0.06858204722889114,0.519148775,0.008859799999999942,99.60629921259843,23.36006116600791,25.655526916525115,425.83786,18.520820999999998,1.968503937007874,1.2011743873517786,1.3192072685832084,21.896584,0.9523410000000002
038,0000,task1,,,4.098360655737705,0.13133794792757206,0.14789197356195666,1.03682588,0.013904709999999976,99.59016393442623,23.80113151851851,29.181632906972155,458.045898,13.416623000000001,7.786885245901639,1.125091123456789,1.3794300821764123,21.652054,0.63421
038,0000,task2,,,0.4098360655737705,0.09039385894238687,0.08430744752568808,0.55347206,0.010313808100000007,99.59016393442623,21.519606012345676,27.620749629414004,443.50750700000003,12.482113,5.737704918032787,1.1630441193415633,1.492785201228371,23.969713,0.674606
039,0000,rest,,,0.0,0.09697172280632407,0.04473811082710435,0.353343995,0.019097,99.60629921259843,17.408304391304338,24.658436822769286,404.412689,14.042639999999999,0.7874015748031497,0.8736051264822134,1.2374402538219256,20.294739,0.704705
039,0000,task1,,,0.4098360655737705,0.11166434224691363,0.07531114684483155,0.68510035,0.015686400000000034,99.59016393442623,18.69017210288066,25.30771336151048,406.362244,14.195704000000001,2.459016393442623,0.9819367119341569,1.3296063915485916,21.349295,0.745808
039,0000,task2,,,0.819672131147541,0.08920943251028807,0.06465134404684245,0.634471245,0.017173499999999994,99.59016393442623,17.725937320987644,24.77514041641453,397.55517599999996,13.838227999999999,1.639344262295082,0.9391650411522638,1.3126496785004884,21.06348,0.7331840000000001
